Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025002322,protein_coding,1,+,49826156,50060776,234621,234620,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025008268,protein_coding,1,-,41532774,41664231,131458,131457,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025018228,protein_coding,1,+,35405963,35406663,701,700,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025025507,protein_coding,1,-,35493306,35521155,27850,27849,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031870,protein_coding,1,+,35524047,35562541,38495,38494,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031874,protein_coding,1,-,35578602,35639901,61300,61299,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039407,lncRNA,1,-,35644989,35647240,2252,2251,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025033631,protein_coding,1,-,35656333,35666531,10199,10198,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025033635,protein_coding,1,-,35668241,35672874,4634,4633,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025033641,protein_coding,1,-,35675024,35688485,13462,13461,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031355,protein_coding,1,+,35699324,35701187,1864,1863,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031367,protein_coding,1,-,35705109,35712196,7088,7087,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031373,protein_coding,1,+,35714309,35736316,22008,22007,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039408,lncRNA,1,-,35739037,35741973,2937,2936,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031378,protein_coding,1,-,35743768,35760954,17187,17186,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031415,protein_coding,1,+,35763222,35807711,44490,44489,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025018485,protein_coding,1,+,35827780,35852559,24780,24779,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039419,lncRNA,1,-,35895753,35976197,80445,80444,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039409,lncRNA,1,-,35956597,36040743,84147,84146,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039412,lncRNA,1,-,35974753,36038127,63375,63374,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039420,lncRNA,1,+,35983783,35984857,1075,1074,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039421,lncRNA,1,-,35990552,35992948,2397,2396,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039422,lncRNA,1,-,35993340,36000521,7182,7181,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039426,lncRNA,1,-,36005286,36007076,1791,1790,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039416,lncRNA,1,-,36024096,36028222,4127,4126,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025027516,protein_coding,1,+,36052970,36127734,74765,74764,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039428,lncRNA,1,+,36130182,36132066,1885,1884,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025027532,protein_coding,1,-,36147551,36174429,26879,26878,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025031529,protein_coding,1,-,36221549,36238672,17124,17123,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039429,lncRNA,1,+,36255633,36273498,17866,17865,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039431,lncRNA,1,+,36263202,36264978,1777,1776,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025034330,protein_coding,1,+,36281739,36482348,200610,200609,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039433,lncRNA,1,+,36495519,36499125,3607,3606,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025034334,protein_coding,1,-,36501052,36638302,137251,137250,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039435,lncRNA,1,+,36641764,36650100,8337,8336,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025039438,lncRNA,1,+,36645114,36646866,1753,1752,35354122,79838589,Interval,10.99,8
Protas.2007,Pachon.Surface,Eye_size,ENSAMXG00025034602,protein_coding,1,+,36653925,36665281,11357,11356,35354122,79838589,Interval,10.99,8
